<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2021.09.29	21:00:00	1723.03	1725.97	1722.49	1725.38	9524	0	0
2021.09.29	22:00:00	1725.50	1725.90	1723.49	1725.70	7099	0	0
2021.09.29	23:00:00	1725.86	1726.65	1725.02	1726.40	2781	0	0
2021.09.30	01:00:00	1726.68	1727.86	1726.21	1727.40	1830	0	0
2021.09.30	02:00:00	1727.14	1729.28	1726.99	1728.73	2379	0	0
2021.09.30	03:00:00	1728.84	1730.58	1728.70	1729.99	5033	0	0
2021.09.30	04:00:00	1730.34	1732.43	1728.73	1731.31	10115	0	0
2021.09.30	05:00:00	1731.41	1733.54	1731.24	1732.21	7628	0	0
2021.09.30	06:00:00	1732.32	1734.89	1732.29	1732.87	4972	0	0
2021.09.30	07:00:00	1732.88	1733.24	1730.50	1732.63	4414	0	0
2021.09.30	08:00:00	1732.72	1733.64	1730.98	1731.74	7587	0	0
2021.09.30	09:00:00	1731.74	1731.94	1727.97	1728.71	12100	0	0
2021.09.30	10:00:00	1728.88	1732.72	1726.19	1731.61	13712	0	0
2021.09.30	11:00:00	1731.74	1734.07	1731.51	1732.52	10112	0	0
2021.09.30	12:00:00	1732.65	1733.37	1728.39	1729.21	9673	0	0
2021.09.30	13:00:00	1729.34	1729.94	1723.65	1724.01	12110	0	0
2021.09.30	14:00:00	1724.15	1727.07	1722.13	1725.89	10933	0	0
2021.09.30	15:00:00	1726.02	1737.90	1725.13	1737.03	19069	0	0
2021.09.30	16:00:00	1737.25	1742.87	1734.95	1741.96	26628	0	0
2021.09.30	17:00:00	1742.01	1758.90	1741.87	1757.34	27457	0	0
2021.09.30	18:00:00	1757.42	1764.19	1756.55	1757.92	23636	0	0
2021.09.30	19:00:00	1757.99	1760.27	1756.43	1758.14	15604	0	0
2021.09.30	20:00:00	1758.19	1758.75	1754.51	1755.85	12328	0	0
2021.09.30	21:00:00	1755.94	1757.19	1754.94	1756.76	9482	0	0
2021.09.30	22:00:00	1756.86	1758.45	1755.17	1755.74	8270	0	0
2021.09.30	23:00:00	1755.87	1757.59	1755.62	1757.07	3357	0	0
2021.10.01	01:00:00	1756.28	1756.79	1755.19	1755.32	2277	0	0
2021.10.01	02:00:00	1755.44	1755.49	1752.75	1753.01	3440	0	0
2021.10.01	03:00:00	1753.05	1753.77	1751.12	1751.37	6862	0	0
2021.10.01	04:00:00	1751.49	1756.29	1750.57	1754.61	10076	0	0
2021.10.01	05:00:00	1754.72	1756.92	1753.34	1755.35	7758	0	0
2021.10.01	06:00:00	1755.44	1755.84	1751.90	1753.93	6381	0	0
2021.10.01	07:00:00	1753.94	1754.29	1750.98	1753.49	5979	0	0
2021.10.01	08:00:00	1753.60	1753.63	1750.84	1752.04	6795	0	0
2021.10.01	09:00:00	1752.26	1756.82	1751.10	1755.64	13476	0	0
2021.10.01	10:00:00	1755.72	1757.26	1751.65	1753.04	16939	0	0
2021.10.01	11:00:00	1753.17	1753.92	1751.24	1752.84	15055	0	0
2021.10.01	12:00:00	1752.93	1756.68	1752.93	1754.88	13067	0	0
2021.10.01	13:00:00	1754.97	1755.68	1753.10	1753.11	9006	0	0
2021.10.01	14:00:00	1753.20	1756.04	1751.92	1754.47	12778	0	0
2021.10.01	15:00:00	1754.63	1759.91	1749.64	1756.50	22666	0	0
2021.10.01	16:00:00	1756.59	1759.86	1754.49	1757.50	23960	0	0
2021.10.01	17:00:00	1757.47	1764.28	1752.59	1758.66	28599	0	0
2021.10.01	18:00:00	1758.74	1762.52	1755.68	1761.50	19163	0	0
2021.10.01	19:00:00	1761.57	1762.81	1759.23	1759.31	11734	0	0
2021.10.01	20:00:00	1759.39	1760.22	1757.67	1759.07	9317	0	0
2021.10.01	21:00:00	1759.20	1759.83	1758.40	1758.84	6040	0	0
2021.10.01	22:00:00	1758.88	1760.26	1757.16	1759.91	6302	0	0
2021.10.01	23:00:00	1759.98	1760.78	1759.19	1760.08	1498	0	0
2021.10.04	01:00:00	1761.27	1765.24	1760.20	1763.77	6149	0	0
2021.10.04	02:00:00	1763.77	1765.18	1762.70	1763.08	3598	0	0
2021.10.04	03:00:00	1763.03	1765.68	1762.67	1763.95	6853	0	0
2021.10.04	04:00:00	1764.17	1765.33	1762.08	1762.09	7073	0	0
2021.10.04	05:00:00	1762.18	1762.53	1758.28	1758.94	8192	0	0
2021.10.04	06:00:00	1759.05	1759.65	1757.73	1758.70	5723	0	0
2021.10.04	07:00:00	1758.78	1761.62	1758.65	1760.51	5782	0	0
2021.10.04	08:00:00	1760.60	1762.09	1760.17	1761.30	5276	0	0
2021.10.04	09:00:00	1761.40	1762.67	1756.47	1757.69	12626	0	0
2021.10.04	10:00:00	1757.75	1758.39	1752.98	1753.33	17262	0	0
2021.10.04	11:00:00	1753.52	1755.45	1748.75	1751.39	13131	0	0
2021.10.04	12:00:00	1751.49	1752.37	1750.17	1750.78	7342	0	0
2021.10.04	13:00:00	1750.80	1751.57	1748.44	1749.15	9942	0	0
2021.10.04	14:00:00	1749.24	1754.39	1747.63	1753.40	12506	0	0
2021.10.04	15:00:00	1753.56	1758.31	1751.18	1755.01	17005	0	0
2021.10.04	16:00:00	1755.13	1755.13	1748.36	1752.03	21614	0	0
2021.10.04	17:00:00	1752.12	1770.57	1752.12	1766.33	31077	0	0
2021.10.04	18:00:00	1766.43	1767.92	1762.58	1765.38	21522	0	0
2021.10.04	19:00:00	1765.47	1770.23	1765.07	1768.92	12838	0	0
2021.10.04	20:00:00	1768.97	1768.99	1763.89	1763.98	11515	0	0
2021.10.04	21:00:00	1764.17	1767.08	1763.59	1766.80	9847	0	0
2021.10.04	22:00:00	1766.64	1768.79	1763.53	1768.70	8901	0	0
2021.10.04	23:00:00	1768.79	1769.64	1767.64	1769.24	2476	0	0
2021.10.05	01:00:00	1769.65	1769.68	1768.00	1768.73	2511	0	0
2021.10.05	02:00:00	1768.80	1769.20	1767.28	1768.01	3144	0	0
2021.10.05	03:00:00	1768.08	1768.36	1765.63	1765.79	6912	0	0
2021.10.05	04:00:00	1765.88	1766.69	1763.10	1764.09	11306	0	0
2021.10.05	05:00:00	1764.19	1764.91	1761.60	1761.92	7239	0	0
2021.10.05	06:00:00	1761.92	1761.92	1759.35	1759.89	8352	0	0
2021.10.05	07:00:00	1759.97	1760.16	1757.67	1759.01	7546	0	0
2021.10.05	08:00:00	1759.12	1760.52	1756.23	1758.01	8587	0	0
2021.10.05	09:00:00	1758.04	1759.31	1755.20	1757.07	12168	0	0
2021.10.05	10:00:00	1757.15	1760.95	1755.25	1759.16	16885	0	0
2021.10.05	11:00:00	1759.25	1760.16	1755.66	1755.67	12703	0	0
2021.10.05	12:00:00	1755.75	1758.29	1755.46	1757.80	8073	0	0
2021.10.05	13:00:00	1757.88	1758.15	1754.08	1754.14	8676	0	0
2021.10.05	14:00:00	1754.24	1758.35	1753.51	1756.96	12224	0	0
2021.10.05	15:00:00	1757.10	1761.42	1755.69	1756.41	17661	0	0
2021.10.05	16:00:00	1756.48	1757.20	1750.37	1752.98	25168	0	0
2021.10.05	17:00:00	1753.07	1754.19	1748.52	1752.49	25967	0	0
2021.10.05	18:00:00	1752.65	1761.25	1751.34	1760.76	19221	0	0
2021.10.05	19:00:00	1760.83	1761.29	1757.89	1759.76	10652	0	0
2021.10.05	20:00:00	1759.97	1762.99	1758.92	1761.65	9644	0	0
2021.10.05	21:00:00	1761.80	1763.10	1761.06	1761.58	8502	0	0
2021.10.05	22:00:00	1761.74	1761.90	1759.53	1760.11	6211	0	0
2021.10.05	23:00:00	1760.22	1760.47	1759.40	1759.76	2530	0	0
2021.10.06	01:00:00	1759.85	1760.22	1759.50	1759.62	1368	0	0
2021.10.06	02:00:00	1759.99	1760.15	1758.89	1759.23	1712	0	0
2021.10.06	03:00:00	1759.39	1759.45	1757.20	1757.52	8077	0	0
2021.10.06	04:00:00	1757.66	1758.54	1755.84	1757.32	10608	0	0
2021.10.06	05:00:00	1757.45	1758.12	1754.14	1755.47	9127	0	0
2021.10.06	06:00:00	1755.62	1756.13	1754.44	1755.51	7880	0	0
2021.10.06	07:00:00	1755.67	1755.73	1751.32	1752.55	9609	0	0
2021.10.06	08:00:00	1752.64	1754.45	1750.85	1751.04	8715	0	0
2021.10.06	09:00:00	1751.20	1754.79	1750.35	1752.26	12856	0	0
2021.10.06	10:00:00	1752.40	1753.14	1747.20	1747.71	20813	0	0
2021.10.06	11:00:00	1747.90	1750.06	1745.74	1746.92	17603	0	0
2021.10.06	12:00:00	1747.09	1749.34	1746.72	1748.52	15412	0	0
2021.10.06	13:00:00	1748.64	1750.87	1747.91	1750.27	13458	0	0
2021.10.06	14:00:00	1750.41	1756.88	1750.37	1754.29	15835	0	0
2021.10.06	15:00:00	1754.47	1761.33	1753.48	1759.08	25175	0	0
2021.10.06	16:00:00	1759.26	1760.80	1754.83	1758.73	24082	0	0
2021.10.06	17:00:00	1758.86	1764.38	1757.24	1759.84	27788	0	0
2021.10.06	18:00:00	1759.97	1762.41	1755.69	1761.93	16443	0	0
2021.10.06	19:00:00	1762.10	1763.23	1760.62	1762.33	10305	0	0
2021.10.06	20:00:00	1762.49	1763.79	1760.30	1761.94	10473	0	0
2021.10.06	21:00:00	1762.12	1764.56	1761.64	1763.44	10045	0	0
2021.10.06	22:00:00	1763.62	1765.14	1763.47	1764.30	8323	0	0
2021.10.06	23:00:00	1764.40	1764.83	1762.48	1762.78	2538	0	0
2021.10.07	01:00:00	1762.81	1763.64	1762.19	1762.30	2077	0	0
2021.10.07	02:00:00	1762.77	1764.24	1762.46	1763.87	3095	0	0
2021.10.07	03:00:00	1764.04	1764.25	1762.51	1762.64	7025	0	0
2021.10.07	04:00:00	1762.77	1763.08	1760.48	1760.48	6043	0	0
2021.10.07	05:00:00	1760.62	1760.85	1758.30	1758.70	4855	0	0
2021.10.07	06:00:00	1758.84	1760.24	1757.62	1760.01	4165	0	0
2021.10.07	07:00:00	1760.15	1760.15	1758.82	1758.95	3482	0	0
2021.10.07	08:00:00	1759.00	1760.88	1756.37	1756.37	6040	0	0
2021.10.07	09:00:00	1756.43	1764.13	1756.06	1763.01	9969	0	0
2021.10.07	10:00:00	1763.15	1766.98	1762.19	1765.90	12760	0	0
2021.10.07	11:00:00	1766.03	1766.13	1760.23	1760.69	9509	0	0
2021.10.07	12:00:00	1760.83	1761.21	1758.07	1759.83	9439	0	0
2021.10.07	13:00:00	1759.98	1762.62	1759.67	1762.15	5846	0	0
2021.10.07	14:00:00	1762.30	1764.72	1760.95	1761.36	10114	0	0
2021.10.07	15:00:00	1761.54	1762.95	1753.99	1755.05	17580	0	0
2021.10.07	16:00:00	1755.13	1759.54	1751.86	1758.69	23817	0	0
2021.10.07	17:00:00	1758.85	1763.23	1756.19	1756.48	19659	0	0
2021.10.07	18:00:00	1756.61	1760.03	1756.42	1758.33	11770	0	0
2021.10.07	19:00:00	1758.51	1759.93	1756.96	1758.00	8201	0	0
2021.10.07	20:00:00	1758.09	1758.99	1757.32	1757.73	5599	0	0
2021.10.07	21:00:00	1757.81	1757.93	1755.13	1755.75	6933	0	0
2021.10.07	22:00:00	1755.87	1757.06	1754.68	1755.41	6105	0	0
2021.10.07	23:00:00	1755.46	1758.09	1754.21	1754.82	2810	0	0
2021.10.08	01:00:00	1756.23	1756.24	1755.15	1755.19	1489	0	0
2021.10.08	02:00:00	1754.93	1755.41	1754.44	1755.03	1862	0	0
2021.10.08	03:00:00	1755.01	1756.29	1753.25	1755.78	5205	0	0
2021.10.08	04:00:00	1755.87	1759.21	1755.48	1758.40	12232	0	0
2021.10.08	05:00:00	1758.51	1760.45	1757.80	1759.61	6494	0	0
2021.10.08	06:00:00	1759.77	1760.56	1759.04	1759.18	3135	0	0
2021.10.08	07:00:00	1759.25	1759.36	1756.54	1756.55	3258	0	0
2021.10.08	08:00:00	1756.62	1758.84	1755.90	1757.34	6746	0	0
2021.10.08	09:00:00	1757.37	1760.29	1757.25	1758.57	7462	0	0
2021.10.08	10:00:00	1758.59	1759.74	1754.27	1756.28	10892	0	0
2021.10.08	11:00:00	1756.36	1756.54	1754.85	1755.73	6939	0	0
2021.10.08	12:00:00	1755.82	1759.81	1755.66	1759.19	7183	0	0
2021.10.08	13:00:00	1759.28	1760.55	1757.95	1759.65	5891	0	0
2021.10.08	14:00:00	1759.81	1763.23	1759.77	1761.62	8160	0	0
2021.10.08	15:00:00	1761.74	1776.81	1761.32	1775.72	27171	0	0
2021.10.08	16:00:00	1775.85	1781.21	1769.15	1772.52	32252	0	0
2021.10.08	17:00:00	1772.44	1774.06	1755.26	1758.82	28118	0	0
2021.10.08	18:00:00	1758.94	1760.12	1756.58	1758.48	14885	0	0
2021.10.08	19:00:00	1758.61	1760.00	1756.57	1758.40	9480	0	0
2021.10.08	20:00:00	1758.57	1759.78	1756.62	1759.51	7641	0	0
2021.10.08	21:00:00	1759.64	1760.26	1757.37	1758.01	6230	0	0
2021.10.08	22:00:00	1758.14	1758.66	1756.51	1756.97	6408	0	0
2021.10.08	23:00:00	1757.17	1757.31	1755.89	1757.00	2134	0	0
2021.10.11	01:00:00	1757.54	1758.18	1750.70	1754.98	6040	0	0
2021.10.11	02:00:00	1755.03	1755.61	1753.37	1753.86	4624	0	0
2021.10.11	03:00:00	1753.97	1757.89	1753.76	1756.69	8883	0	0
2021.10.11	04:00:00	1756.78	1760.99	1755.15	1759.96	14526	0	0
2021.10.11	05:00:00	1760.06	1760.42	1758.54	1759.31	7371	0	0
2021.10.11	06:00:00	1759.36	1760.03	1755.00	1755.40	6730	0	0
2021.10.11	07:00:00	1755.48	1756.94	1754.87	1756.67	4591	0	0
2021.10.11	08:00:00	1756.76	1757.77	1754.63	1756.80	7016	0	0
2021.10.11	09:00:00	1756.87	1757.36	1753.78	1755.03	12650	0	0
2021.10.11	10:00:00	1755.10	1757.24	1753.34	1757.08	12522	0	0
2021.10.11	11:00:00	1757.17	1757.17	1752.79	1753.03	9198	0	0
2021.10.11	12:00:00	1753.13	1754.79	1752.23	1754.58	8506	0	0
2021.10.11	13:00:00	1755.06	1756.33	1753.52	1753.61	7441	0	0
2021.10.11	14:00:00	1753.60	1755.55	1753.02	1754.74	9083	0	0
2021.10.11	15:00:00	1754.93	1757.94	1750.08	1750.78	18149	0	0
2021.10.11	16:00:00	1750.87	1759.18	1750.18	1757.59	21599	0	0
2021.10.11	17:00:00	1757.70	1760.15	1755.77	1757.37	16581	0	0
2021.10.11	18:00:00	1757.50	1759.17	1757.13	1757.42	9798	0	0
2021.10.11	19:00:00	1757.51	1757.74	1755.74	1756.36	6968	0	0
2021.10.11	20:00:00	1756.45	1756.77	1753.91	1754.23	8904	0	0
2021.10.11	21:00:00	1754.33	1755.64	1753.91	1755.44	4792	0	0
2021.10.11	22:00:00	1755.44	1755.82	1753.21	1753.32	6671	0	0
2021.10.11	23:00:00	1753.30	1754.51	1753.26	1754.01	2504	0	0
2021.10.12	01:00:00	1753.94	1754.19	1752.93	1753.54	1793	0	0
2021.10.12	02:00:00	1753.23	1754.56	1752.51	1753.22	1851	0	0
2021.10.12	03:00:00	1753.42	1753.42	1751.13	1751.89	8020	0	0
2021.10.12	04:00:00	1751.90	1756.65	1750.60	1756.05	14986	0	0
2021.10.12	05:00:00	1756.14	1758.89	1755.60	1758.51	9069	0	0
2021.10.12	06:00:00	1758.60	1758.96	1757.09	1758.18	7680	0	0
2021.10.12	07:00:00	1758.30	1758.59	1756.54	1757.60	4560	0	0
2021.10.12	08:00:00	1757.68	1762.11	1757.68	1761.70	10327	0	0
2021.10.12	09:00:00	1761.77	1762.40	1760.27	1761.28	13853	0	0
2021.10.12	10:00:00	1761.37	1762.64	1756.64	1756.64	15208	0	0
2021.10.12	11:00:00	1756.76	1758.29	1756.36	1757.55	12871	0	0
2021.10.12	12:00:00	1757.65	1761.48	1757.47	1759.99	10786	0	0
2021.10.12	13:00:00	1760.11	1763.29	1758.49	1762.25	9376	0	0
2021.10.12	14:00:00	1762.33	1764.96	1760.73	1761.84	10790	0	0
2021.10.12	15:00:00	1761.87	1763.36	1753.86	1757.50	22006	0	0
2021.10.12	16:00:00	1757.63	1768.64	1756.84	1768.41	30264	0	0
2021.10.12	17:00:00	1768.24	1769.32	1761.94	1762.49	26443	0	0
2021.10.12	18:00:00	1762.61	1764.26	1759.79	1760.70	18500	0	0
2021.10.12	19:00:00	1760.79	1761.92	1759.93	1760.67	10716	0	0
2021.10.12	20:00:00	1760.75	1761.43	1757.85	1759.32	9372	0	0
2021.10.12	21:00:00	1759.41	1760.03	1758.10	1759.22	5101	0	0
2021.10.12	22:00:00	1759.34	1761.91	1759.00	1761.29	5871	0	0
2021.10.12	23:00:00	1761.32	1761.47	1759.87	1760.09	2273	0	0
2021.10.13	01:00:00	1760.04	1760.83	1759.85	1760.19	1476	0	0
2021.10.13	02:00:00	1760.19	1760.55	1759.72	1760.33	2186	0	0
2021.10.13	03:00:00	1760.42	1761.63	1759.90	1761.33	5781	0	0
2021.10.13	04:00:00	1761.41	1763.00	1759.42	1762.13	8388	0	0
2021.10.13	05:00:00	1762.19	1762.78	1760.35	1760.58	9649	0	0
2021.10.13	06:00:00	1760.67	1762.48	1760.11	1761.91	6618	0	0
2021.10.13	07:00:00	1762.00	1763.30	1761.48	1761.51	4190	0	0
2021.10.13	08:00:00	1761.59	1762.87	1760.70	1762.61	5877	0	0
2021.10.13	09:00:00	1762.71	1763.73	1761.46	1762.57	11353	0	0
2021.10.13	10:00:00	1762.69	1765.75	1761.72	1764.98	11239	0	0
2021.10.13	11:00:00	1765.09	1768.96	1765.02	1766.71	13176	0	0
2021.10.13	12:00:00	1766.81	1768.41	1766.25	1767.63	8607	0	0
2021.10.13	13:00:00	1767.71	1773.41	1767.41	1773.14	9966	0	0
2021.10.13	14:00:00	1773.23	1774.39	1770.73	1773.47	10184	0	0
2021.10.13	15:00:00	1773.60	1777.48	1758.12	1761.54	27756	0	0
2021.10.13	16:00:00	1761.63	1782.78	1757.82	1781.55	32523	0	0
2021.10.13	17:00:00	1781.64	1795.54	1781.60	1792.70	29306	0	0
2021.10.13	18:00:00	1792.73	1796.15	1791.31	1794.40	18070	0	0
2021.10.13	19:00:00	1794.49	1795.53	1792.26	1792.48	11590	0	0
2021.10.13	20:00:00	1792.57	1795.11	1790.56	1791.69	10913	0	0
2021.10.13	21:00:00	1791.81	1793.78	1790.66	1793.68	12244	0	0
2021.10.13	22:00:00	1793.80	1793.80	1790.80	1791.82	7690	0	0
2021.10.13	23:00:00	1791.85	1793.42	1791.78	1792.68	2640	0	0
2021.10.14	01:00:00	1792.80	1793.73	1792.22	1792.97	2085	0	0
2021.10.14	02:00:00	1792.98	1793.21	1791.59	1791.65	2243	0	0
2021.10.14	03:00:00	1791.71	1793.20	1791.13	1792.74	4992	0	0
2021.10.14	04:00:00	1792.80	1793.84	1788.99	1789.38	9149	0	0
2021.10.14	05:00:00	1789.42	1790.08	1786.59	1788.38	7510	0	0
2021.10.14	06:00:00	1788.39	1789.89	1787.55	1788.53	6135	0	0
2021.10.14	07:00:00	1788.57	1790.90	1788.20	1790.72	3737	0	0
2021.10.14	08:00:00	1791.00	1791.81	1789.76	1791.24	6390	0	0
2021.10.14	09:00:00	1791.40	1794.24	1790.69	1793.66	11370	0	0
2021.10.14	10:00:00	1793.75	1795.04	1790.66	1793.90	12195	0	0
2021.10.14	11:00:00	1793.99	1797.53	1793.75	1795.99	11772	0	0
2021.10.14	12:00:00	1796.09	1798.55	1795.23	1796.96	9016	0	0
2021.10.14	13:00:00	1797.00	1800.21	1796.90	1799.84	9296	0	0
2021.10.14	14:00:00	1799.98	1800.55	1795.53	1795.57	11284	0	0
2021.10.14	15:00:00	1795.60	1799.65	1793.71	1798.92	22289	0	0
2021.10.14	16:00:00	1799.10	1799.55	1793.86	1795.89	24249	0	0
2021.10.14	17:00:00	1796.07	1799.37	1794.58	1796.72	18099	0	0
2021.10.14	18:00:00	1796.85	1798.92	1796.12	1798.17	10940	0	0
2021.10.14	19:00:00	1798.26	1798.96	1796.04	1796.72	6912	0	0
2021.10.14	20:00:00	1796.78	1797.25	1795.83	1797.10	4840	0	0
2021.10.14	21:00:00	1797.17	1798.95	1796.38	1798.65	3948	0	0
2021.10.14	22:00:00	1798.76	1799.13	1796.15	1796.48	5371	0	0
2021.10.14	23:00:00	1796.52	1797.15	1795.57	1795.87	2099	0	0
2021.10.15	01:00:00	1795.60	1796.23	1795.56	1795.65	1243	0	0
2021.10.15	02:00:00	1795.71	1796.03	1794.77	1795.35	1981	0	0
2021.10.15	03:00:00	1795.42	1796.34	1794.11	1794.55	5644	0	0
2021.10.15	04:00:00	1794.62	1796.45	1793.72	1794.49	11306	0	0
2021.10.15	05:00:00	1794.58	1796.09	1793.83	1795.48	7280	0	0
2021.10.15	06:00:00	1795.57	1795.67	1794.08	1794.95	5639	0	0
2021.10.15	07:00:00	1795.10	1795.34	1793.66	1794.10	3900	0	0
2021.10.15	08:00:00	1794.27	1794.45	1791.33	1792.41	7671	0	0
2021.10.15	09:00:00	1792.50	1793.35	1790.29	1791.63	12145	0	0
2021.10.15	10:00:00	1791.78	1792.15	1785.39	1786.64	13646	0	0
2021.10.15	11:00:00	1786.71	1789.97	1785.88	1785.95	9794	0	0
2021.10.15	12:00:00	1786.05	1787.44	1780.71	1783.63	13536	0	0
2021.10.15	13:00:00	1783.70	1783.76	1780.72	1780.89	8734	0	0
2021.10.15	14:00:00	1780.98	1782.99	1777.48	1778.22	11806	0	0
2021.10.15	15:00:00	1778.30	1779.07	1764.74	1767.24	26888	0	0
2021.10.15	16:00:00	1767.36	1773.82	1765.85	1771.48	26006	0	0
2021.10.15	17:00:00	1771.57	1776.40	1771.40	1774.90	24603	0	0
2021.10.15	18:00:00	1774.98	1775.18	1766.23	1768.37	17572	0	0
2021.10.15	19:00:00	1768.46	1769.30	1766.44	1767.68	10521	0	0
2021.10.15	20:00:00	1767.78	1769.08	1766.99	1767.85	7967	0	0
2021.10.15	21:00:00	1768.01	1768.82	1767.09	1767.67	5307	0	0
2021.10.15	22:00:00	1767.76	1768.75	1766.92	1768.21	5727	0	0
2021.10.15	23:00:00	1768.30	1768.51	1766.62	1767.33	2044	0	0
2021.10.18	01:00:00	1767.16	1768.53	1764.78	1768.44	4225	0	0
2021.10.18	02:00:00	1768.35	1772.03	1767.80	1770.84	5468	0	0
2021.10.18	03:00:00	1771.01	1771.40	1768.87	1771.25	6715	0	0
2021.10.18	04:00:00	1771.34	1772.08	1769.38	1770.54	11388	0	0
2021.10.18	05:00:00	1770.68	1771.81	1770.24	1770.75	6554	0	0
2021.10.18	06:00:00	1770.80	1770.92	1767.24	1767.66	5608	0	0
2021.10.18	07:00:00	1767.87	1768.70	1766.51	1768.13	3427	0	0
2021.10.18	08:00:00	1768.21	1769.45	1767.62	1768.03	5115	0	0
2021.10.18	09:00:00	1768.09	1768.70	1761.81	1764.46	14771	0	0
2021.10.18	10:00:00	1764.59	1766.91	1762.42	1764.31	14172	0	0
2021.10.18	11:00:00	1764.38	1766.85	1761.13	1762.62	13334	0	0
2021.10.18	12:00:00	1762.71	1765.05	1761.20	1762.30	10241	0	0
2021.10.18	13:00:00	1762.38	1762.85	1760.19	1761.66	9751	0	0
2021.10.18	14:00:00	1761.75	1764.58	1761.29	1762.97	10306	0	0
2021.10.18	15:00:00	1763.11	1768.45	1761.46	1765.04	23418	0	0
2021.10.18	16:00:00	1765.12	1769.92	1762.68	1768.72	26154	0	0
2021.10.18	17:00:00	1768.86	1771.20	1766.89	1770.25	18214	0	0
2021.10.18	18:00:00	1770.39	1770.96	1766.99	1767.71	10841	0	0
2021.10.18	19:00:00	1767.80	1767.88	1764.96	1766.64	7739	0	0
2021.10.18	20:00:00	1766.73	1767.84	1764.59	1767.15	5986	0	0
2021.10.18	21:00:00	1767.26	1767.68	1765.20	1765.67	4284	0	0
2021.10.18	22:00:00	1765.73	1766.15	1763.83	1764.08	4671	0	0
2021.10.18	23:00:00	1764.18	1764.90	1763.85	1764.48	2323	0	0
2021.10.19	01:00:00	1764.88	1765.03	1763.55	1763.57	1167	0	0
2021.10.19	02:00:00	1763.39	1764.14	1762.86	1763.96	1636	0	0
2021.10.19	03:00:00	1764.05	1767.43	1763.19	1767.34	6549	0	0
2021.10.19	04:00:00	1767.43	1773.07	1766.98	1771.83	10836	0	0
2021.10.19	05:00:00	1771.94	1774.58	1771.49	1774.02	6938	0	0
2021.10.19	06:00:00	1774.18	1774.92	1773.22	1774.67	5700	0	0
2021.10.19	07:00:00	1774.94	1775.78	1774.27	1774.47	5003	0	0
2021.10.19	08:00:00	1774.57	1777.73	1773.65	1777.47	6709	0	0
2021.10.19	09:00:00	1777.52	1779.15	1775.76	1778.71	12868	0	0
2021.10.19	10:00:00	1778.85	1782.85	1777.36	1781.33	14716	0	0
2021.10.19	11:00:00	1781.46	1782.95	1780.82	1781.34	10114	0	0
2021.10.19	12:00:00	1781.43	1782.44	1778.33	1779.37	9741	0	0
2021.10.19	13:00:00	1779.47	1780.15	1777.10	1778.39	9364	0	0
2021.10.19	14:00:00	1778.53	1780.80	1775.80	1780.40	11880	0	0
2021.10.19	15:00:00	1780.49	1784.54	1777.29	1781.48	21951	0	0
2021.10.19	16:00:00	1781.61	1785.13	1776.02	1778.17	28217	0	0
2021.10.19	17:00:00	1778.22	1779.61	1770.18	1773.04	25275	0	0
2021.10.19	18:00:00	1773.04	1773.33	1769.37	1771.04	16704	0	0
2021.10.19	19:00:00	1771.15	1771.46	1767.03	1769.40	11905	0	0
2021.10.19	20:00:00	1769.51	1771.11	1768.01	1769.91	8491	0	0
2021.10.19	21:00:00	1770.00	1770.92	1768.97	1770.52	6900	0	0
2021.10.19	22:00:00	1770.62	1770.67	1768.62	1770.10	5451	0	0
2021.10.19	23:00:00	1770.21	1770.21	1768.26	1768.83	1852	0	0
2021.10.20	01:00:00	1769.25	1769.85	1768.94	1768.96	1282	0	0
2021.10.20	02:00:00	1769.02	1769.32	1768.11	1768.60	2414	0	0
2021.10.20	03:00:00	1768.69	1769.12	1766.76	1769.01	7669	0	0
2021.10.20	04:00:00	1768.84	1773.53	1767.68	1772.34	13472	0	0
2021.10.20	05:00:00	1772.43	1774.17	1769.40	1774.06	6764	0	0
2021.10.20	06:00:00	1774.19	1774.61	1772.68	1773.97	4785	0	0
2021.10.20	07:00:00	1774.05	1774.55	1773.22	1774.09	3958	0	0
2021.10.20	08:00:00	1774.18	1777.14	1773.36	1776.34	6515	0	0
2021.10.20	09:00:00	1776.56	1778.01	1775.06	1776.17	14575	0	0
2021.10.20	10:00:00	1776.26	1777.15	1774.48	1776.54	16079	0	0
2021.10.20	11:00:00	1776.63	1779.33	1776.38	1778.96	10636	0	0
2021.10.20	12:00:00	1779.06	1779.62	1777.63	1778.84	8418	0	0
2021.10.20	13:00:00	1778.95	1780.45	1777.99	1780.09	8693	0	0
2021.10.20	14:00:00	1780.16	1781.82	1778.36	1779.48	9725	0	0
2021.10.20	15:00:00	1779.59	1788.40	1779.35	1786.56	20218	0	0
2021.10.20	16:00:00	1786.56	1787.45	1774.75	1779.98	23303	0	0
2021.10.20	17:00:00	1779.94	1784.71	1776.69	1782.49	18822	0	0
2021.10.20	18:00:00	1782.60	1784.73	1781.66	1783.46	12741	0	0
2021.10.20	19:00:00	1783.57	1786.85	1782.92	1786.63	10824	0	0
2021.10.20	20:00:00	1786.73	1787.57	1783.00	1785.40	12693	0	0
2021.10.20	21:00:00	1785.49	1786.89	1785.08	1786.30	6889	0	0
2021.10.20	22:00:00	1786.28	1786.32	1783.91	1785.24	4987	0	0
2021.10.20	23:00:00	1785.36	1785.83	1780.73	1781.96	3351	0	0
